x,y,theta1,theta2,reachable
12.904556139608983,10.838360719403232,0.588326242922761,0.26812696902693356,True
0.17950368624385837,16.94480771620404,1.4933785403400541,0.16236291554817403,True
5.31696233195915,7.883244803136906,0.245073507318513,2.0025450957252313,True
3.9857870382781364,6.467327113630309,0.24503561954423891,2.2810831998583283,True
2.9592347421572915,0.80349203679146,0.09123752464078708,3.0657297238298216,True
3.2151107386413265,14.580044371070452,0.9442292524275036,1.014597682821489,True
14.437659096228636,5.732606017337228,0.032334048028776985,0.8508446109201173,True
2.718740146544228,16.654649192542777,1.307597842436746,0.24647799125210204,True
15.85981942879663,6.084600741874183,0.3335414950883312,0.07964170927704113,True
2.6937637914382497,1.6451125742536254,0.28560999060851616,3.02424918754203,True
2.7677615504906434,4.417926971216968,0.28809113039539225,2.6263090051482556,True
2.6616967688583903,7.814374783933406,0.4779025976966823,2.18646745295195,True
3.20236063081214,13.350867488955672,0.8242854752699165,1.2847635658357852,True
10.171494296490485,12.856927630198431,0.6784976486603885,0.5444201628434073,True
13.049675868813079,10.106242409940577,0.4574616636787202,0.4914614640047969,True
4.497387928481961,15.089495704096176,0.9610962795687382,0.7861612504869114,True
7.205027107807348,8.690383572019499,0.21911644392266647,1.7254464549963726,True
2.625371677862238,7.396771064833002,0.4588997408119067,2.2449693010397356,True
2.2197211571894666,8.749357901273298,0.5754798377235384,2.0740712286156775,True
7.3665652529164225,13.564493158272114,0.7163930559695265,0.8794382741361363,True
0.08303819230976783,3.2246168399455595,1.2333515160437973,2.9997977508994467,True
3.4021646383922794,6.501157771604917,0.31364684357159583,2.3181715325979857,True
1.1035203418951154,11.13517356176039,0.8077575669715376,1.7415546188575468,True
11.223980920539086,7.616376069182079,0.07296413767867936,1.3182124735689633,True
4.653878227509672,15.067830371465021,0.9543292217299288,0.7782698566833665,True
10.9283854709821,9.5277177675245,0.26785866711791617,1.1183211521294836,True
4.411744713937934,5.303934793300909,0.10218280331343373,2.3808437731864607,True
1.0474949196090473,16.96347986193911,1.490505916466338,0.04521847813876925,True
4.055123792805001,16.465007144879973,1.2698275850120724,0.14452156222125953,True
14.628707128126006,8.59397737356756,0.4784861897086792,0.1279533061547875,True
3.1965509442609887,3.601279249723401,0.15342299791152014,2.6875086861646142,True
3.6920724090493033,12.112600303976917,0.6913899203957794,1.489661017985283,True
15.963078539303133,5.2554083220096555,0.19169721102271153,0.3073550803713099,True
2.3453759154371356,12.132036769104278,0.7778220715164299,1.5444568216551577,True
10.190649445917428,7.536901644853251,0.054017362651693795,1.4874554367663757,True
7.8035156769467395,10.816180272781354,0.4064906445453575,1.3629851539938318,True
0.4309519862668987,13.881701781244313,1.0406875706829988,1.25193954600354,True
3.5495405355940948,9.304015536495719,0.4896346133425312,1.934750143753397,True
0.22118578401640754,9.555183337693713,0.8169209373495957,1.9952055479073108,True
10.309338212004496,13.464841422289346,0.8587704986134355,0.14232674427801525,True
10.304920934303595,9.825561401780856,0.29036869973116847,1.1768802380525862,True
6.740711372162129,15.020611708613082,0.939179090507199,0.5118735991358814,True
0.5323992489190496,16.89053319201045,1.4480766621411671,0.2216982584062242,True
6.0298253089438845,7.2160274327221865,0.139003697172045,2.0182196849374185,True
16.001208572850388,5.698774037126484,0.30784916040274285,0.08328773843459673,True
7.636968557664318,7.307911185688708,0.07104285929156476,1.8402682627810032,True
2.084979196594168,2.667153420437057,0.5110276885579044,2.953820419143604,True
2.9453719802260885,10.365311251793916,0.6105328589528343,1.8079054495454872,True
8.581415700048938,11.114816614842736,0.4262340623897874,1.2194717885149013,True
5.557272318098775,11.680131361979216,0.5603868151421497,1.4396439142544366,True
5.1789481336824945,10.108599765137942,0.441290895886863,1.714105696990191,True
1.088335725930615,3.1899914033502963,0.8524650139909544,2.957698926865651,True
10.708219879795882,9.130528523261765,0.22136325494677478,1.212977210446553,True
0.12250021798111721,3.1661140307645876,1.2600880707344018,3.01966921400904,True
3.0449141905064323,2.4232642622353104,0.11710387725237918,2.844242925691973,True
4.477518875570703,16.29850225985463,1.2130392469977618,0.2179049532728511,True
15.178142461945516,7.187890216109022,0.3121418626304225,0.3166034287707856,True
16.98442039468088,0.5478437332216257,0.008674121293885848,0.05724555360190267,True
2.810499327911949,16.5826400235711,1.280923816459773,0.2967013116940938,True
5.533953271506659,15.965234459215916,1.1451217817659327,0.22364573502164173,True
3.4087552831582446,3.698495705676335,0.1163090669627165,2.65425407014103,True
14.086735030074903,9.49683621719297,0.5630766496791999,0.07311094234248432,True
3.3897381506269575,4.541492571113175,0.18200669309125297,2.558728201481827,True
7.108906708503345,15.130337752905344,0.9790744081188676,0.37122575436889954,True
2.3252076677601368,7.903718905619163,0.5197734019822278,2.1888643601909927,True
6.564022917788567,7.123196174345604,0.09983722316642929,1.9758822269715344,True
1.8679260528776043,3.969326189460835,0.48848988864911097,2.756659631427233,True
2.0822197973419554,7.100668992602022,0.5107967677745763,2.3092937910808686,True
3.2105008078152917,15.074505954137642,1.0014729341254112,0.8860377412483538,True
0.3789399474923867,7.047726656162766,0.7417534699021169,2.3581257894310474,True
3.4295579466108146,4.715407791752128,0.1878582022256898,2.5347460895430727,True
1.1194760428623294,2.7944681996116048,1.120362291875488,3.11176367745223,True
3.128890942419378,13.928210032578496,0.8816521602558981,1.168729285329145,True
5.235300313757691,13.737802957431475,0.7756523089566804,1.0706658983762742,True
1.050931412615614,3.345881364786241,0.8211068082883396,2.9240603763910418,True
1.0076130235204683,4.648412882897519,0.6715798611917592,2.696783194937804,True
11.266879988876946,7.282108906215699,0.03992827091995864,1.3477244848352563,True
4.132003478952001,5.714986022296917,0.16947545721374238,2.358931030366892,True
4.73329594566361,5.118422395060989,0.0493688494308769,2.3704663500429666,True
7.118294549578857,15.2002242165985,0.9996711363471757,0.3239731887447233,True
1.9283150355084384,3.433802874867398,0.49378922038069994,2.8354535811006407,True
1.879417616650258,11.964856045733253,0.7988609735970569,1.587297141491002,True
10.453139223159717,10.711172260119946,0.3915873178455644,1.0054654753821142,True
1.3407115838585568,3.8309501104686428,0.6446279880837199,2.813369195762677,True
15.826259331988616,6.200675544065353,0.3593953179316514,0.03404748627267187,True
3.035524241846124,2.4341872359476415,0.12091975959607039,2.844341365811366,True
14.142171913030054,9.125848333143828,0.45514051792043125,0.2867855531619431,True
11.845745484951818,9.162356389018385,0.253245805819735,1.003153378045081,True
12.017159318112405,9.448528404476633,0.2930635631880926,0.9211488063200336,True
1.8691265619309645,5.915038564083795,0.4995186903938166,2.480658556544587,True
16.125179023423044,4.823977175997935,0.17286915880478385,0.2865324233003193,True
7.02807698168834,10.102479221933116,0.35803971606827967,1.553267197039257,True
12.44342936600555,11.48383333936435,0.6708993455196145,0.1808261776180276,True
3.4044916977425688,2.4559302691287037,0.01092038110179301,2.7888049391144056,True
4.6564788018666885,13.802790775909477,0.8022799868092418,1.1024320254679805,True
11.5694044059195,12.074226084062543,0.6556676705098751,0.3677768787866422,True
14.283980870820235,8.430767837727826,0.3488861328398801,0.4492216178616366,True
3.896026670092179,5.595685750707093,0.18828407871766994,2.3923562062341333,True
3.135674607847564,9.399979312576809,0.5303246711110482,1.9421893260308754,True
13.754750534667757,9.744126760446866,0.5076859784275429,0.264229324207777,True
6.147271156570973,15.734330780482527,1.1042995982997177,0.22859172624685775,True
1.4130592394192467,5.325506220838397,0.5711880437312837,2.581949524545455,True
14.749292043350312,8.155687569962687,0.395498705434468,0.26652553931739026,True
